global_map_order,event_id,team,elo_after,result
517,owcs_2024_asia_s1_korea,Fnatic,1394.23,loss
518,owcs_2024_asia_s1_korea,Crazy Raccoon,1487.82,win
518,owcs_2024_asia_s1_korea,Fnatic,1385.09,loss
519,owcs_2024_asia_s1_korea,RunAway,1423.79,win
519,owcs_2024_asia_s1_korea,Genesis,1356.03,loss
520,owcs_2024_asia_s1_korea,Genesis,1370.34,win
520,owcs_2024_asia_s1_korea,RunAway,1409.48,loss
521,owcs_2024_asia_s1_korea,Genesis,1383.69,win
521,owcs_2024_asia_s1_korea,RunAway,1396.13,loss
522,owcs_2024_asia_s1_korea,RunAway,1407.70,win
522,owcs_2024_asia_s1_korea,Genesis,1372.12,loss
523,owcs_2024_asia_s1_korea,RunAway,1418.48,win
523,owcs_2024_asia_s1_korea,Genesis,1361.34,loss
524,owcs_2024_asia_s1_korea,Crazy Raccoon,1493.48,win
524,owcs_2024_asia_s1_korea,Vesta Crew,1277.76,loss
525,owcs_2024_asia_s1_korea,Crazy Raccoon,1498.86,win
525,owcs_2024_asia_s1_korea,Vesta Crew,1272.38,loss
526,owcs_2024_asia_s1_korea,Crazy Raccoon,1503.98,win
526,owcs_2024_asia_s1_korea,Vesta Crew,1267.25,loss
527,owcs_2024_asia_s1_korea,RunAway,1429.33,win
527,owcs_2024_asia_s1_korea,Fnatic,1374.24,loss
528,owcs_2024_asia_s1_korea,RunAway,1439.44,win
528,owcs_2024_asia_s1_korea,Fnatic,1364.12,loss
529,owcs_2024_asia_s1_korea,RunAway,1448.88,win
529,owcs_2024_asia_s1_korea,Fnatic,1354.69,loss
530,owcs_2024_asia_s1_korea,Genesis,1374.56,win
530,owcs_2024_asia_s1_korea,Poker Face,1383.58,loss
531,owcs_2024_asia_s1_korea,Poker Face,1395.27,win
531,owcs_2024_asia_s1_korea,Genesis,1362.88,loss
532,owcs_2024_asia_s1_korea,Poker Face,1406.16,win
532,owcs_2024_asia_s1_korea,Genesis,1351.99,loss
533,owcs_2024_asia_s1_korea,Poker Face,1416.30,win
533,owcs_2024_asia_s1_korea,Genesis,1341.85,loss
534,owcs_2024_asia_s1_korea,Fnatic,1364.84,win
534,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1290.76,loss
535,owcs_2024_asia_s1_korea,Fnatic,1374.32,win
535,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1281.29,loss
536,owcs_2024_asia_s1_korea,Fnatic,1383.18,win
536,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1272.42,loss
537,owcs_2024_asia_s1_korea,Team Falcons,1493.48,win
537,owcs_2024_asia_s1_korea,Genesis,1334.56,loss
538,owcs_2024_asia_s1_korea,Team Falcons,1500.35,win
538,owcs_2024_asia_s1_korea,Genesis,1327.70,loss
539,owcs_2024_asia_s1_korea,Team Falcons,1506.83,win
539,owcs_2024_asia_s1_korea,Genesis,1321.22,loss
540,owcs_2024_asia_s1_korea,Crazy Raccoon,1515.15,win
540,owcs_2024_asia_s1_korea,ZETA DIVISION,1468.76,loss
541,owcs_2024_asia_s1_korea,ZETA DIVISION,1482.35,win
541,owcs_2024_asia_s1_korea,Crazy Raccoon,1501.56,loss
542,owcs_2024_asia_s1_korea,Crazy Raccoon,1512.90,win
542,owcs_2024_asia_s1_korea,ZETA DIVISION,1471.01,loss
543,owcs_2024_asia_s1_korea,Crazy Raccoon,1523.46,win
543,owcs_2024_asia_s1_korea,ZETA DIVISION,1460.45,loss
544,owcs_2024_asia_s1_korea,Team Falcons,1514.73,win
544,owcs_2024_asia_s1_korea,Fnatic,1375.28,loss
545,owcs_2024_asia_s1_korea,Team Falcons,1522.16,win
545,owcs_2024_asia_s1_korea,Fnatic,1367.86,loss
546,owcs_2024_asia_s1_korea,Team Falcons,1529.16,win
546,owcs_2024_asia_s1_korea,Fnatic,1360.86,loss
547,owcs_2024_asia_s1_korea,Genesis,1331.37,win
547,owcs_2024_asia_s1_korea,Vesta Crew,1257.10,loss
548,owcs_2024_asia_s1_korea,Genesis,1340.84,win
548,owcs_2024_asia_s1_korea,Vesta Crew,1247.63,loss
549,owcs_2024_asia_s1_korea,Genesis,1349.70,win
549,owcs_2024_asia_s1_korea,Vesta Crew,1238.77,loss
550,owcs_2024_asia_s1_korea,ZETA DIVISION,1472.05,win
550,owcs_2024_asia_s1_korea,RunAway,1437.28,loss
551,owcs_2024_asia_s1_korea,ZETA DIVISION,1482.86,win
551,owcs_2024_asia_s1_korea,RunAway,1426.48,loss
552,owcs_2024_asia_s1_korea,ZETA DIVISION,1492.93,win
552,owcs_2024_asia_s1_korea,RunAway,1416.41,loss
553,owcs_2024_asia_s1_korea,Crazy Raccoon,1531.87,win
553,owcs_2024_asia_s1_korea,Poker Face,1407.89,loss
554,owcs_2024_asia_s1_korea,Crazy Raccoon,1539.76,win
554,owcs_2024_asia_s1_korea,Poker Face,1400.00,loss
555,owcs_2024_asia_s1_korea,Crazy Raccoon,1547.18,win
555,owcs_2024_asia_s1_korea,Poker Face,1392.58,loss
556,owcs_2024_asia_s1_korea,Team Falcons,1539.91,win
556,owcs_2024_asia_s1_korea,ZETA DIVISION,1482.17,loss
557,owcs_2024_asia_s1_korea,ZETA DIVISION,1496.15,win
557,owcs_2024_asia_s1_korea,Team Falcons,1525.93,loss
558,owcs_2024_asia_s1_korea,ZETA DIVISION,1509.17,win
558,owcs_2024_asia_s1_korea,Team Falcons,1512.91,loss
559,owcs_2024_asia_s1_korea,Team Falcons,1524.78,win
559,owcs_2024_asia_s1_korea,ZETA DIVISION,1497.30,loss
560,owcs_2024_asia_s1_korea,Team Falcons,1535.83,win
560,owcs_2024_asia_s1_korea,ZETA DIVISION,1486.25,loss
561,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1287.05,win
561,owcs_2024_asia_s1_korea,Genesis,1335.07,loss
562,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1300.70,win
562,owcs_2024_asia_s1_korea,Genesis,1321.42,loss
563,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1313.41,win
563,owcs_2024_asia_s1_korea,Genesis,1308.71,loss
564,owcs_2024_asia_s1_korea,Fnatic,1371.07,win
564,owcs_2024_asia_s1_korea,Genesis,1298.50,loss
565,owcs_2024_asia_s1_korea,Fnatic,1380.60,win
565,owcs_2024_asia_s1_korea,Genesis,1288.97,loss
566,owcs_2024_asia_s1_korea,Fnatic,1389.51,win
566,owcs_2024_asia_s1_korea,Genesis,1280.06,loss
567,owcs_2024_asia_s1_korea,Crazy Raccoon,1554.86,win
567,owcs_2024_asia_s1_korea,RunAway,1408.72,loss
568,owcs_2024_asia_s1_korea,Crazy Raccoon,1562.09,win
568,owcs_2024_asia_s1_korea,RunAway,1401.49,loss
569,owcs_2024_asia_s1_korea,Crazy Raccoon,1568.91,win
569,owcs_2024_asia_s1_korea,RunAway,1394.67,loss
570,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1322.87,win
570,owcs_2024_asia_s1_korea,Vesta Crew,1229.31,loss
571,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1331.72,win
571,owcs_2024_asia_s1_korea,Vesta Crew,1220.47,loss
572,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1340.00,win
572,owcs_2024_asia_s1_korea,Vesta Crew,1212.19,loss
573,owcs_2024_asia_s1_korea,ZETA DIVISION,1491.86,win
573,owcs_2024_asia_s1_korea,Genesis,1274.45,loss
574,owcs_2024_asia_s1_korea,ZETA DIVISION,1497.20,win
574,owcs_2024_asia_s1_korea,Genesis,1269.11,loss
575,owcs_2024_asia_s1_korea,ZETA DIVISION,1502.29,win
575,owcs_2024_asia_s1_korea,Genesis,1264.02,loss
576,owcs_2024_asia_s1_korea,Team Falcons,1548.97,win
576,owcs_2024_asia_s1_korea,Crazy Raccoon,1555.77,loss
577,owcs_2024_asia_s1_korea,Crazy Raccoon,1567.54,win
577,owcs_2024_asia_s1_korea,Team Falcons,1537.20,loss
578,owcs_2024_asia_s1_korea,Crazy Raccoon,1578.49,win
578,owcs_2024_asia_s1_korea,Team Falcons,1526.25,loss
579,owcs_2024_asia_s1_korea,Crazy Raccoon,1588.70,win
579,owcs_2024_asia_s1_korea,Team Falcons,1516.04,loss
580,owcs_2024_asia_s1_korea,RunAway,1406.60,win
580,owcs_2024_asia_s1_korea,Poker Face,1380.65,loss
581,owcs_2024_asia_s1_korea,Poker Face,1393.55,win
581,owcs_2024_asia_s1_korea,RunAway,1393.71,loss
582,owcs_2024_asia_s1_korea,Poker Face,1405.55,win
582,owcs_2024_asia_s1_korea,RunAway,1381.70,loss
583,owcs_2024_asia_s1_korea,RunAway,1394.52,win
583,owcs_2024_asia_s1_korea,Poker Face,1392.73,loss
584,owcs_2024_asia_s1_korea,Poker Face,1404.79,win
584,owcs_2024_asia_s1_korea,RunAway,1382.46,loss
585,owcs_2024_asia_s1_korea,Team Falcons,1522.43,win
585,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1333.61,loss
586,owcs_2024_asia_s1_korea,Team Falcons,1528.48,win
586,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1327.56,loss
587,owcs_2024_asia_s1_korea,Team Falcons,1534.23,win
587,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1321.81,loss
588,owcs_2024_asia_s1_korea,ZETA DIVISION,1511.01,win
588,owcs_2024_asia_s1_korea,Poker Face,1396.07,loss
589,owcs_2024_asia_s1_korea,ZETA DIVISION,1519.18,win
589,owcs_2024_asia_s1_korea,Poker Face,1387.90,loss
590,owcs_2024_asia_s1_korea,ZETA DIVISION,1526.85,win
590,owcs_2024_asia_s1_korea,Poker Face,1380.23,loss
591,owcs_2024_asia_s1_korea,Fnatic,1395.87,win
591,owcs_2024_asia_s1_korea,Vesta Crew,1205.83,loss
592,owcs_2024_asia_s1_korea,Fnatic,1401.89,win
592,owcs_2024_asia_s1_korea,Vesta Crew,1199.81,loss
593,owcs_2024_asia_s1_korea,Fnatic,1407.60,win
593,owcs_2024_asia_s1_korea,Vesta Crew,1194.09,loss
594,owcs_2024_asia_s1_korea,Fnatic,1425.34,win
594,owcs_2024_asia_s1_korea,Crazy Raccoon,1570.96,loss
595,owcs_2024_asia_s1_korea,Fnatic,1442.10,win
595,owcs_2024_asia_s1_korea,Crazy Raccoon,1554.20,loss
596,owcs_2024_asia_s1_korea,Crazy Raccoon,1562.46,win
596,owcs_2024_asia_s1_korea,Fnatic,1433.84,loss
597,owcs_2024_asia_s1_korea,Fnatic,1450.09,win
597,owcs_2024_asia_s1_korea,Crazy Raccoon,1546.21,loss
598,owcs_2024_asia_s1_korea,Team Falcons,1545.97,win
598,owcs_2024_asia_s1_korea,ZETA DIVISION,1515.10,loss
599,owcs_2024_asia_s1_korea,ZETA DIVISION,1528.16,win
599,owcs_2024_asia_s1_korea,Team Falcons,1532.91,loss
600,owcs_2024_asia_s1_korea,Team Falcons,1544.75,win
600,owcs_2024_asia_s1_korea,ZETA DIVISION,1516.33,loss
601,owcs_2024_asia_s1_korea,Team Falcons,1555.77,win
601,owcs_2024_asia_s1_korea,ZETA DIVISION,1505.31,loss
602,owcs_2024_asia_s1_korea,Crazy Raccoon,1556.80,win
602,owcs_2024_asia_s1_korea,ZETA DIVISION,1494.71,loss
603,owcs_2024_asia_s1_korea,Crazy Raccoon,1566.68,win
603,owcs_2024_asia_s1_korea,ZETA DIVISION,1484.84,loss
604,owcs_2024_asia_s1_korea,Crazy Raccoon,1575.91,win
604,owcs_2024_asia_s1_korea,ZETA DIVISION,1475.61,loss
605,owcs_2024_asia_s1_korea,Fnatic,1465.63,win
605,owcs_2024_asia_s1_korea,Team Falcons,1540.22,loss
606,owcs_2024_asia_s1_korea,Team Falcons,1549.69,win
606,owcs_2024_asia_s1_korea,Fnatic,1456.17,loss
607,owcs_2024_asia_s1_korea,Team Falcons,1558.53,win
607,owcs_2024_asia_s1_korea,Fnatic,1447.32,loss
608,owcs_2024_asia_s1_korea,Fnatic,1463.04,win
608,owcs_2024_asia_s1_korea,Team Falcons,1542.82,loss
609,owcs_2024_asia_s1_korea,Team Falcons,1552.11,win
609,owcs_2024_asia_s1_korea,Fnatic,1453.75,loss
610,owcs_2024_asia_s1_korea,ZETA DIVISION,1486.86,win
610,owcs_2024_asia_s1_korea,Fnatic,1442.50,loss
611,owcs_2024_asia_s1_korea,Fnatic,1456.03,win
611,owcs_2024_asia_s1_korea,ZETA DIVISION,1473.33,loss
612,owcs_2024_asia_s1_korea,Fnatic,1468.62,win
612,owcs_2024_asia_s1_korea,ZETA DIVISION,1460.74,loss
613,owcs_2024_asia_s1_korea,ZETA DIVISION,1473.01,win
613,owcs_2024_asia_s1_korea,Fnatic,1456.35,loss
614,owcs_2024_asia_s1_korea,ZETA DIVISION,1484.43,win
614,owcs_2024_asia_s1_korea,Fnatic,1444.93,loss
615,owcs_2024_asia_s1_korea,Crazy Raccoon,1587.08,win
615,owcs_2024_asia_s1_korea,Team Falcons,1540.93,loss
616,owcs_2024_asia_s1_korea,Team Falcons,1554.52,win
616,owcs_2024_asia_s1_korea,Crazy Raccoon,1573.50,loss
617,owcs_2024_asia_s1_korea,Crazy Raccoon,1584.84,win
617,owcs_2024_asia_s1_korea,Team Falcons,1543.17,loss
618,owcs_2024_asia_s1_korea,Crazy Raccoon,1595.41,win
618,owcs_2024_asia_s1_korea,Team Falcons,1532.60,loss
619,owcs_2024_asia_s1_korea,RunAway,1390.52,win
619,owcs_2024_asia_s1_korea,Genesis,1255.96,loss
620,owcs_2024_asia_s1_korea,Genesis,1272.39,win
620,owcs_2024_asia_s1_korea,RunAway,1374.09,loss
621,owcs_2024_asia_s1_korea,Genesis,1287.81,win
621,owcs_2024_asia_s1_korea,RunAway,1358.68,loss
622,owcs_2024_asia_s1_korea,Genesis,1302.22,win
622,owcs_2024_asia_s1_korea,RunAway,1344.26,loss
623,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1335.81,win
623,owcs_2024_asia_s1_korea,Poker Face,1366.24,loss
624,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1348.86,win
624,owcs_2024_asia_s1_korea,Poker Face,1353.19,loss
625,owcs_2024_asia_s1_korea,Poker Face,1365.04,win
625,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1337.01,loss
626,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1349.98,win
626,owcs_2024_asia_s1_korea,Poker Face,1352.07,loss
627,owcs_2024_asia_s1_korea,Genesis,1315.86,win
627,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1336.34,loss
628,owcs_2024_asia_s1_korea,Genesis,1328.57,win
628,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1323.63,loss
629,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1335.80,win
629,owcs_2024_asia_s1_korea,Genesis,1316.40,loss
630,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1347.13,win
630,owcs_2024_asia_s1_korea,Genesis,1305.07,loss
631,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1357.69,win
631,owcs_2024_asia_s1_korea,Genesis,1294.51,loss
632,owcs_2024_asia_s1_korea,Poker Face,1363.80,win
632,owcs_2024_asia_s1_korea,RunAway,1332.53,loss
633,owcs_2024_asia_s1_korea,Poker Face,1374.73,win
633,owcs_2024_asia_s1_korea,RunAway,1321.61,loss
634,owcs_2024_asia_s1_korea,Poker Face,1384.90,win
634,owcs_2024_asia_s1_korea,RunAway,1311.43,loss
635,owcs_2024_asia_s1_korea,Genesis,1309.56,win
635,owcs_2024_asia_s1_korea,Poker Face,1369.85,loss
636,owcs_2024_asia_s1_korea,Poker Face,1379.79,win
636,owcs_2024_asia_s1_korea,Genesis,1299.63,loss
637,owcs_2024_asia_s1_korea,Poker Face,1389.07,win
637,owcs_2024_asia_s1_korea,Genesis,1290.35,loss
638,owcs_2024_asia_s1_korea,Poker Face,1397.75,win
638,owcs_2024_asia_s1_korea,Genesis,1281.67,loss
639,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1371.06,win
639,owcs_2024_asia_s1_korea,Poker Face,1384.37,loss
640,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1383.52,win
640,owcs_2024_asia_s1_korea,Poker Face,1371.91,loss
641,owcs_2024_asia_s1_korea,Poker Face,1384.31,win
641,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1371.12,loss
642,owcs_2024_asia_s1_korea,Poker Face,1395.86,win
642,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1359.58,loss
643,owcs_2024_asia_s1_korea,Poker Face,1406.61,win
643,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1348.83,loss
644,owcs_2024_asia_s1_korea,ZETA DIVISION,1493.79,win
644,owcs_2024_asia_s1_korea,Poker Face,1397.25,loss
645,owcs_2024_asia_s1_korea,Poker Face,1412.50,win
645,owcs_2024_asia_s1_korea,ZETA DIVISION,1478.54,loss
646,owcs_2024_asia_s1_korea,ZETA DIVISION,1488.28,win
646,owcs_2024_asia_s1_korea,Poker Face,1402.76,loss
647,owcs_2024_asia_s1_korea,Poker Face,1417.65,win
647,owcs_2024_asia_s1_korea,ZETA DIVISION,1473.39,loss
648,owcs_2024_asia_s1_korea,ZETA DIVISION,1483.48,win
648,owcs_2024_asia_s1_korea,Poker Face,1407.56,loss
649,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1364.06,win
649,owcs_2024_asia_s1_korea,Fnatic,1429.69,loss
650,owcs_2024_asia_s1_korea,Fnatic,1439.45,win
650,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1354.30,loss
651,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1369.19,win
651,owcs_2024_asia_s1_korea,Fnatic,1424.56,loss
652,owcs_2024_asia_s1_korea,Fnatic,1434.67,win
652,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1359.08,loss
653,owcs_2024_asia_s1_korea,Fnatic,1444.10,win
653,owcs_2024_asia_s1_korea,Sin Prisa Gaming,1349.65,loss
654,owcs_2024_asia_s1_korea,Crazy Raccoon,1603.67,win
654,owcs_2024_asia_s1_korea,ZETA DIVISION,1475.22,loss
655,owcs_2024_asia_s1_korea,Crazy Raccoon,1611.43,win
655,owcs_2024_asia_s1_korea,ZETA DIVISION,1467.46,loss
656,owcs_2024_asia_s1_korea,Crazy Raccoon,1618.72,win
656,owcs_2024_asia_s1_korea,ZETA DIVISION,1460.17,loss
657,owcs_2024_asia_s1_korea,Team Falcons,1541.61,win
657,owcs_2024_asia_s1_korea,Fnatic,1435.09,loss
658,owcs_2024_asia_s1_korea,Fnatic,1450.66,win
658,owcs_2024_asia_s1_korea,Team Falcons,1526.04,loss
659,owcs_2024_asia_s1_korea,Team Falcons,1535.48,win
659,owcs_2024_asia_s1_korea,Fnatic,1441.22,loss
660,owcs_2024_asia_s1_korea,Team Falcons,1544.30,win
660,owcs_2024_asia_s1_korea,Fnatic,1432.40,loss
661,owcs_2024_asia_s1_korea,Team Falcons,1558.83,win
661,owcs_2024_asia_s1_korea,Crazy Raccoon,1604.19,loss
662,owcs_2024_asia_s1_korea,Team Falcons,1572.39,win
662,owcs_2024_asia_s1_korea,Crazy Raccoon,1590.63,loss
663,owcs_2024_asia_s1_korea,Team Falcons,1585.02,win
663,owcs_2024_asia_s1_korea,Crazy Raccoon,1578.00,loss
664,owcs_2024_asia_s1_korea,Crazy Raccoon,1590.25,win
664,owcs_2024_asia_s1_korea,Team Falcons,1572.78,loss
665,owcs_2024_asia_s1_korea,Crazy Raccoon,1601.64,win
665,owcs_2024_asia_s1_korea,Team Falcons,1561.38,loss
666,owcs_2024_asia_s1_korea,Team Falcons,1574.77,win
666,owcs_2024_asia_s1_korea,Crazy Raccoon,1588.26,loss
667,owcs_2024_asia_s1_korea,ZETA DIVISION,1471.21,win
667,owcs_2024_asia_s1_korea,Fnatic,1421.36,loss
668,owcs_2024_asia_s1_korea,ZETA DIVISION,1481.50,win
668,owcs_2024_asia_s1_korea,Fnatic,1411.07,loss
669,owcs_2024_asia_s1_korea,ZETA DIVISION,1491.10,win
669,owcs_2024_asia_s1_korea,Fnatic,1401.47,loss
670,owcs_2024_asia_s1_wildcard,Fnatic,1416.05,win
670,owcs_2024_asia_s1_wildcard,SixBlow,1462.87,loss
671,owcs_2024_asia_s1_wildcard,Fnatic,1429.66,win
671,owcs_2024_asia_s1_wildcard,SixBlow,1449.27,loss
672,owcs_2024_asia_s1_wildcard,Fnatic,1442.33,win
672,owcs_2024_asia_s1_wildcard,SixBlow,1436.59,loss
673,owcs_2024_asia_s1_wildcard,321 Diving,1403.97,win
673,owcs_2024_asia_s1_wildcard,SixBlow,1423.00,loss
674,owcs_2024_asia_s1_wildcard,SixBlow,1434.35,win
674,owcs_2024_asia_s1_wildcard,321 Diving,1392.63,loss
675,owcs_2024_asia_s1_wildcard,SixBlow,1444.91,win
675,owcs_2024_asia_s1_wildcard,321 Diving,1382.06,loss
676,owcs_2024_asia_s1_wildcard,SixBlow,1454.76,win
676,owcs_2024_asia_s1_wildcard,321 Diving,1372.21,loss
677,owcs_2024_asia_s1_wildcard,Fnatic,1451.94,win
677,owcs_2024_asia_s1_wildcard,321 Diving,1362.60,loss
678,owcs_2024_asia_s1_wildcard,Fnatic,1460.92,win
678,owcs_2024_asia_s1_wildcard,321 Diving,1353.62,loss
679,owcs_2024_asia_s1_wildcard,Fnatic,1469.33,win
679,owcs_2024_asia_s1_wildcard,321 Diving,1345.21,loss
680,owcs_2024_na_s2_groups,Toronto Defiant,1578.62,win
680,owcs_2024_na_s2_groups,Who is Goldfish,1393.50,loss
681,owcs_2024_na_s2_groups,Toronto Defiant,1584.76,win
681,owcs_2024_na_s2_groups,Who is Goldfish,1387.35,loss
682,owcs_2024_na_s2_groups,Toronto Defiant,1590.60,win
682,owcs_2024_na_s2_groups,Who is Goldfish,1381.52,loss
683,owcs_2024_na_s2_groups,DhillDucks,1412.00,win
683,owcs_2024_na_s2_groups,Visored,1388.00,loss
684,owcs_2024_na_s2_groups,DhillDucks,1423.17,win
684,owcs_2024_na_s2_groups,Visored,1376.83,loss
685,owcs_2024_na_s2_groups,DhillDucks,1433.58,win
685,owcs_2024_na_s2_groups,Visored,1366.42,loss
686,owcs_2024_na_s2_groups,Toronto Defiant,1597.51,win
686,owcs_2024_na_s2_groups,DhillDucks,1426.66,loss
687,owcs_2024_na_s2_groups,Toronto Defiant,1604.05,win
687,owcs_2024_na_s2_groups,DhillDucks,1420.13,loss
688,owcs_2024_na_s2_groups,Toronto Defiant,1610.23,win
688,owcs_2024_na_s2_groups,DhillDucks,1413.95,loss
689,owcs_2024_na_s2_groups,Who is Goldfish,1393.00,win
689,owcs_2024_na_s2_groups,Visored,1354.94,loss
690,owcs_2024_na_s2_groups,Who is Goldfish,1403.69,win
690,owcs_2024_na_s2_groups,Visored,1344.25,loss
691,owcs_2024_na_s2_groups,Who is Goldfish,1413.66,win
691,owcs_2024_na_s2_groups,Visored,1334.28,loss
692,owcs_2024_na_s2_groups,Who is Goldfish,1425.67,win
692,owcs_2024_na_s2_groups,DhillDucks,1401.94,loss
693,owcs_2024_na_s2_groups,Who is Goldfish,1436.85,win
693,owcs_2024_na_s2_groups,DhillDucks,1390.76,loss
694,owcs_2024_na_s2_groups,DhillDucks,1404.34,win
694,owcs_2024_na_s2_groups,Who is Goldfish,1423.27,loss
695,owcs_2024_na_s2_groups,Who is Goldfish,1434.61,win
695,owcs_2024_na_s2_groups,DhillDucks,1392.99,loss
696,owcs_2024_na_s2_groups,TSM,1495.45,win
696,owcs_2024_na_s2_groups,Daybreak,1358.44,loss
697,owcs_2024_na_s2_groups,TSM,1502.95,win
697,owcs_2024_na_s2_groups,Daybreak,1350.94,loss
698,owcs_2024_na_s2_groups,TSM,1510.01,win
698,owcs_2024_na_s2_groups,Daybreak,1343.88,loss
699,owcs_2024_na_s2_groups,Luminosity Gaming,1464.83,win
699,owcs_2024_na_s2_groups,Citrus Nation,1341.13,loss
700,owcs_2024_na_s2_groups,Citrus Nation,1357.23,win
700,owcs_2024_na_s2_groups,Luminosity Gaming,1448.73,loss
701,owcs_2024_na_s2_groups,Luminosity Gaming,1457.64,win
701,owcs_2024_na_s2_groups,Citrus Nation,1348.32,loss
702,owcs_2024_na_s2_groups,Luminosity Gaming,1465.99,win
702,owcs_2024_na_s2_groups,Citrus Nation,1339.98,loss
703,owcs_2024_na_s2_groups,Luminosity Gaming,1479.50,win
703,owcs_2024_na_s2_groups,TSM,1496.50,loss
704,owcs_2024_na_s2_groups,TSM,1507.91,win
704,owcs_2024_na_s2_groups,Luminosity Gaming,1468.08,loss
705,owcs_2024_na_s2_groups,TSM,1518.54,win
705,owcs_2024_na_s2_groups,Luminosity Gaming,1457.45,loss
706,owcs_2024_na_s2_groups,Luminosity Gaming,1471.54,win
706,owcs_2024_na_s2_groups,TSM,1504.45,loss
707,owcs_2024_na_s2_groups,Luminosity Gaming,1484.68,win
707,owcs_2024_na_s2_groups,TSM,1491.32,loss
708,owcs_2024_na_s2_groups,Citrus Nation,1352.11,win
708,owcs_2024_na_s2_groups,Daybreak,1331.74,loss
709,owcs_2024_na_s2_groups,Citrus Nation,1363.41,win
709,owcs_2024_na_s2_groups,Daybreak,1320.45,loss
710,owcs_2024_na_s2_groups,Citrus Nation,1373.93,win
710,owcs_2024_na_s2_groups,Daybreak,1309.92,loss
711,owcs_2024_na_s2_groups,Citrus Nation,1389.84,win
711,owcs_2024_na_s2_groups,TSM,1475.41,loss
712,owcs_2024_na_s2_groups,Citrus Nation,1404.74,win
712,owcs_2024_na_s2_groups,TSM,1460.52,loss
713,owcs_2024_na_s2_groups,Citrus Nation,1418.65,win
713,owcs_2024_na_s2_groups,TSM,1446.61,loss
714,owcs_2024_na_s2_groups,M80,1474.63,win
714,owcs_2024_na_s2_groups,UNC INC,1390.21,loss
715,owcs_2024_na_s2_groups,M80,1483.77,win
715,owcs_2024_na_s2_groups,UNC INC,1381.07,loss
716,owcs_2024_na_s2_groups,UNC INC,1396.52,win
716,owcs_2024_na_s2_groups,M80,1468.32,loss
717,owcs_2024_na_s2_groups,M80,1477.88,win
717,owcs_2024_na_s2_groups,UNC INC,1386.97,loss
718,owcs_2024_na_s2_groups,Pirates in Pyjamas,1408.04,win
718,owcs_2024_na_s2_groups,Shikigami,1360.96,loss
719,owcs_2024_na_s2_groups,Pirates in Pyjamas,1418.42,win
719,owcs_2024_na_s2_groups,Shikigami,1350.58,loss
720,owcs_2024_na_s2_groups,Shikigami,1364.89,win
720,owcs_2024_na_s2_groups,Pirates in Pyjamas,1404.11,loss
721,owcs_2024_na_s2_groups,Pirates in Pyjamas,1414.76,win
721,owcs_2024_na_s2_groups,Shikigami,1354.24,loss
722,owcs_2024_na_s2_groups,M80,1487.72,win
722,owcs_2024_na_s2_groups,Pirates in Pyjamas,1404.92,loss
723,owcs_2024_na_s2_groups,M80,1496.91,win
723,owcs_2024_na_s2_groups,Pirates in Pyjamas,1395.72,loss
724,owcs_2024_na_s2_groups,Pirates in Pyjamas,1411.12,win
724,owcs_2024_na_s2_groups,M80,1481.51,loss
725,owcs_2024_na_s2_groups,Pirates in Pyjamas,1425.52,win
725,owcs_2024_na_s2_groups,M80,1467.12,loss
726,owcs_2024_na_s2_groups,M80,1477.69,win
726,owcs_2024_na_s2_groups,Pirates in Pyjamas,1414.95,loss
727,owcs_2024_na_s2_groups,UNC INC,1397.84,win
727,owcs_2024_na_s2_groups,Shikigami,1343.37,loss
728,owcs_2024_na_s2_groups,UNC INC,1407.97,win
728,owcs_2024_na_s2_groups,Shikigami,1333.23,loss
729,owcs_2024_na_s2_groups,Shikigami,1347.77,win
729,owcs_2024_na_s2_groups,UNC INC,1393.43,loss
730,owcs_2024_na_s2_groups,UNC INC,1403.86,win
